date,statefips,ent,food,worship,industry,medical,recreation,pcare,retail
2020-02-13,16,0,0,0,0,0,0,0,0
2020-02-14,16,0,0,0,0,0,0,0,0
2020-02-15,16,0,0,0,0,0,0,0,0
2020-02-16,16,0,0,0,0,0,0,0,0
2020-02-17,16,0,0,0,0,0,0,0,0
2020-02-18,16,0,0,0,0,0,0,0,0
2020-02-19,16,0,0,0,0,0,0,0,0
2020-02-20,16,0,0,0,0,0,0,0,0
2020-02-21,16,0,0,0,0,0,0,0,0
2020-02-22,16,0,0,0,0,0,0,0,0
2020-02-23,16,0,0,0,0,0,0,0,0
2020-02-24,16,0,0,0,0,0,0,0,0
2020-02-25,16,0,0,0,0,0,0,0,0
2020-02-26,16,0,0,0,0,0,0,0,0
2020-02-27,16,0,0,0,0,0,0,0,0
2020-02-28,16,0,0,0,0,0,0,0,0
2020-02-29,16,0,0,0,0,0,0,0,0
2020-03-01,16,0,0,0,0,0,0,0,0
2020-03-02,16,0,0,0,0,0,0,0,0
2020-03-03,16,0,0,0,0,0,0,0,0
2020-03-04,16,0,0,0,0,0,0,0,0
2020-03-05,16,0,0,0,0,0,0,0,0
2020-03-06,16,0,0,0,0,0,0,0,0
2020-03-07,16,0,0,0,0,0,0,0,0
2020-03-08,16,0,0,0,0,0,0,0,0
2020-03-09,16,0,0,0,0,0,0,0,0
2020-03-10,16,0,0,0,0,0,0,0,0
2020-03-11,16,0,0,0,0,0,0,0,0
2020-03-12,16,0,0,0,0,0,0,0,0
2020-03-13,16,0,0,0,0,0,0,0,0
2020-03-14,16,0,0,0,0,0,0,0,0
2020-03-15,16,0,0,0,0,0,0,0,0
2020-03-16,16,0,0,0,0,0,0,0,0
2020-03-17,16,0,0,0,0,0,0,0,0
2020-03-18,16,0,0,0,0,0,0,0,0
2020-03-19,16,0,0,0,0,0,0,0,0
2020-03-20,16,0,0,0,0,0,0,0,0
2020-03-21,16,0,0,0,0,0,0,0,0
2020-03-22,16,0,0,0,0,0,0,0,0
2020-03-23,16,0,0,0,0,0,0,0,0
2020-03-24,16,0,0,0,0,0,0,0,0
2020-03-25,16,0,0,0,0,0,0,0,0
2020-03-26,16,0,0,0,0,0,0,0,0
2020-03-27,16,0,0,0,0,0,0,0,0
2020-03-28,16,0,0,0,0,0,0,0,0
2020-03-29,16,0,0,0,0,0,0,0,0
2020-03-30,16,0,0,0,0,0,0,0,0
2020-03-31,16,0,0,0,0,0,0,0,0
2020-04-01,16,0,0,0,0,0,0,0,0
2020-04-02,16,0,0,0,0,0,0,0,0
2020-04-03,16,0,0,0,0,0,0,0,0
2020-04-04,16,0,0,0,0,0,0,0,0
2020-04-05,16,0,0,0,0,0,0,0,0
2020-04-06,16,0,0,0,0,0,0,0,0
2020-04-07,16,0,0,0,0,0,0,0,0
2020-04-08,16,0,0,0,0,0,0,0,0
2020-04-09,16,0,0,0,0,0,0,0,0
2020-04-10,16,0,0,0,0,0,0,0,0
2020-04-11,16,0,0,0,0,0,0,0,0
2020-04-12,16,0,0,0,0,0,0,0,0
2020-04-13,16,0,0,0,0,0,0,0,0
2020-04-14,16,0,0,0,0,0,0,0,0
2020-04-15,16,0,0,0,0,0,0,0,0
2020-04-16,16,0,0,0,0,0,0,0,0
2020-04-17,16,0,0,0,0,0,0,0,0
2020-04-18,16,0,0,0,0,0,0,0,0
2020-04-19,16,0,0,0,0,0,0,0,0
2020-04-20,16,0,0,0,0,0,0,0,0
2020-04-21,16,0,0,0,0,0,0,0,0
2020-04-22,16,0,0,0,0,0,0,0,0
2020-04-23,16,0,0,0,0,0,0,0,0
2020-04-24,16,0,0,0,0,0,0,0,0
2020-04-25,16,0,0,0,0,0,0,0,0
2020-04-26,16,0,0,0,0,0,0,0,0
2020-04-27,16,0,0,0,0,0,0,0,0
2020-04-28,16,0,0,0,0,0,0,0,0
2020-04-29,16,0,0,0,0,0,0,0,0
2020-01-01,17,0,0,0,0,0,0,0,0
2020-01-02,17,0,0,0,0,0,0,0,0
2020-01-03,17,0,0,0,0,0,0,0,0
2020-01-04,17,0,0,0,0,0,0,0,0
2020-01-05,17,0,0,0,0,0,0,0,0
2020-01-06,17,0,0,0,0,0,0,0,0
2020-01-07,17,0,0,0,0,0,0,0,0
2020-01-08,17,0,0,0,0,0,0,0,0
2020-01-09,17,0,0,0,0,0,0,0,0
2020-01-10,17,0,0,0,0,0,0,0,0
2020-01-11,17,0,0,0,0,0,0,0,0
2020-01-12,17,0,0,0,0,0,0,0,0
2020-01-13,17,0,0,0,0,0,0,0,0
2020-01-14,17,0,0,0,0,0,0,0,0
2020-01-15,17,0,0,0,0,0,0,0,0
2020-01-16,17,0,0,0,0,0,0,0,0
2020-01-17,17,0,0,0,0,0,0,0,0
2020-01-18,17,0,0,0,0,0,0,0,0
2020-01-19,17,0,0,0,0,0,0,0,0
2020-01-20,17,0,0,0,0,0,0,0,0
2020-01-21,17,0,0,0,0,0,0,0,0
2020-01-22,17,0,0,0,0,0,0,0,0
2020-01-23,17,0,0,0,0,0,0,0,0
2020-01-24,17,0,0,0,0,0,0,0,0
2020-01-25,17,0,0,0,0,0,0,0,0
2020-01-26,17,0,0,0,0,0,0,0,0
2020-01-27,17,0,0,0,0,0,0,0,0
2020-01-28,17,0,0,0,0,0,0,0,0
2020-01-29,17,0,0,0,0,0,0,0,0
2020-01-30,17,0,0,0,0,0,0,0,0
2020-01-31,17,0,0,0,0,0,0,0,0
2020-02-01,17,0,0,0,0,0,0,0,0
2020-02-02,17,0,0,0,0,0,0,0,0
2020-02-03,17,0,0,0,0,0,0,0,0
2020-02-04,17,0,0,0,0,0,0,0,0
2020-02-05,17,0,0,0,0,0,0,0,0
2020-02-06,17,0,0,0,0,0,0,0,0
2020-02-07,17,0,0,0,0,0,0,0,0
2020-02-08,17,0,0,0,0,0,0,0,0
2020-02-09,17,0,0,0,0,0,0,0,0
2020-02-10,17,0,0,0,0,0,0,0,0
2020-02-11,17,0,0,0,0,0,0,0,0
2020-02-12,17,0,0,0,0,0,0,0,0
2020-02-13,17,0,0,0,0,0,0,0,0
2020-02-14,17,0,0,0,0,0,0,0,0
2020-02-15,17,0,0,0,0,0,0,0,0
2020-02-16,17,0,0,0,0,0,0,0,0
2020-02-17,17,0,0,0,0,0,0,0,0
2020-02-18,17,0,0,0,0,0,0,0,0
2020-02-19,17,0,0,0,0,0,0,0,0
2020-02-20,17,0,0,0,0,0,0,0,0
2020-02-21,17,0,0,0,0,0,0,0,0
2020-02-22,17,0,0,0,0,0,0,0,0
2020-02-23,17,0,0,0,0,0,0,0,0
2020-02-24,17,0,0,0,0,0,0,0,0
2020-02-25,17,0,0,0,0,0,0,0,0
2020-02-26,17,0,0,0,0,0,0,0,0
2020-02-27,17,0,0,0,0,0,0,0,0
2020-02-28,17,0,0,0,0,0,0,0,0
2020-02-29,17,0,0,0,0,0,0,0,0
2020-03-01,17,0,0,0,0,0,0,0,0
2020-03-02,17,0,0,0,0,0,0,0,0
2020-03-03,17,0,0,0,0,0,0,0,0
2020-03-04,17,0,0,0,0,0,0,0,0
2020-03-05,17,0,0,0,0,0,0,0,0
2020-03-06,17,0,0,0,0,0,0,0,0
2020-03-07,17,0,0,0,0,0,0,0,0
2020-03-08,17,0,0,0,0,0,0,0,0
2020-03-09,17,0,0,0,0,0,0,0,0
2020-03-10,17,0,0,0,0,0,0,0,0
2020-03-11,17,0,0,0,0,0,0,0,0
2020-03-12,17,0,0,0,0,0,0,0,0
2020-03-13,17,0,0,0,0,0,0,0,0
2020-03-14,17,0,0,0,0,0,0,0,0
2020-03-15,17,0,0,0,0,0,0,0,0
2020-03-16,17,0,0,0,0,0,0,0,0
2020-03-17,17,0,0,0,0,0,0,0,0
2020-03-18,17,0,0,0,0,0,0,0,0
2020-03-19,17,0,0,0,0,0,0,0,0
2020-03-20,17,0,0,0,0,0,0,0,0
2020-03-21,17,0,0,0,0,0,0,0,0
2020-03-22,17,0,0,0,0,0,0,0,0
2020-03-23,17,0,0,0,0,0,0,0,0
2020-03-24,17,0,0,0,0,0,0,0,0
2020-03-25,17,0,0,0,0,0,0,0,0
2020-03-26,17,0,0,0,0,0,0,0,0
2020-03-27,17,0,0,0,0,0,0,0,0
2020-03-28,17,0,0,0,0,0,0,0,0
2020-03-29,17,0,0,0,0,0,0,0,0
2020-03-30,17,0,0,0,0,0,0,0,0
2020-03-31,17,0,0,0,0,0,0,0,0
2020-04-01,17,0,0,0,0,0,0,0,0
2020-04-02,17,0,0,0,0,0,0,0,0
2020-04-03,17,0,0,0,0,0,0,0,0
2020-04-04,17,0,0,0,0,0,0,0,0
2020-04-05,17,0,0,0,0,0,0,0,0
2020-04-06,17,0,0,0,0,0,0,0,0
2020-04-07,17,0,0,0,0,0,0,0,0
2020-04-08,17,0,0,0,0,0,0,0,0
2020-04-09,17,0,0,0,0,0,0,0,0
2020-04-10,17,0,0,0,0,0,0,0,0
2020-04-11,17,0,0,0,0,0,0,0,0
2020-04-12,17,0,0,0,0,0,0,0,0
2020-04-13,17,0,0,0,0,0,0,0,0
2020-04-14,17,0,0,0,0,0,0,0,0
2020-04-15,17,0,0,0,0,0,0,0,0
2020-04-16,17,0,0,0,0,0,0,0,0
2020-04-17,17,0,0,0,0,0,0,0,0
2020-04-18,17,0,0,0,0,0,0,0,0
2020-04-19,17,0,0,0,0,0,0,0,0
2020-04-20,17,0,0,0,0,0,0,0,0
2020-04-21,17,0,0,0,0,0,0,0,0
2020-04-22,17,0,0,0,0,0,0,0,0
2020-04-23,17,0,0,0,0,0,0,0,0
2020-04-24,17,0,0,0,0,0,0,0,0
2020-04-25,17,0,0,0,0,0,0,0,0
2020-04-26,17,0,0,0,0,0,0,0,0
2020-04-27,17,0,0,0,0,0,0,0,0
2020-04-28,17,0,0,0,0,0,0,0,0
2020-04-29,17,0,0,0,0,0,0,0,0
2020-01-01,18,0,0,0,0,0,0,0,0
2020-01-02,18,0,0,0,0,0,0,0,0
2020-01-03,18,0,0,0,0,0,0,0,0
2020-01-04,18,0,0,0,0,0,0,0,0
2020-01-05,18,0,0,0,0,0,0,0,0
2020-01-06,18,0,0,0,0,0,0,0,0
2020-01-07,18,0,0,0,0,0,0,0,0
2020-01-08,18,0,0,0,0,0,0,0,0
2020-01-09,18,0,0,0,0,0,0,0,0
2020-01-10,18,0,0,0,0,0,0,0,0
2020-01-11,18,0,0,0,0,0,0,0,0
2020-01-12,18,0,0,0,0,0,0,0,0
2020-01-13,18,0,0,0,0,0,0,0,0
2020-01-14,18,0,0,0,0,0,0,0,0
2020-01-15,18,0,0,0,0,0,0,0,0
2020-01-16,18,0,0,0,0,0,0,0,0
2020-01-17,18,0,0,0,0,0,0,0,0
2020-01-18,18,0,0,0,0,0,0,0,0
2020-01-19,18,0,0,0,0,0,0,0,0
2020-01-20,18,0,0,0,0,0,0,0,0
2020-01-21,18,0,0,0,0,0,0,0,0
2020-01-22,18,0,0,0,0,0,0,0,0
2020-01-23,18,0,0,0,0,0,0,0,0
2020-01-24,18,0,0,0,0,0,0,0,0
2020-01-25,18,0,0,0,0,0,0,0,0
2020-01-26,18,0,0,0,0,0,0,0,0
2020-01-27,18,0,0,0,0,0,0,0,0
2020-01-28,18,0,0,0,0,0,0,0,0
2020-01-29,18,0,0,0,0,0,0,0,0
2020-01-30,18,0,0,0,0,0,0,0,0
2020-01-31,18,0,0,0,0,0,0,0,0
2020-02-01,18,0,0,0,0,0,0,0,0
2020-02-02,18,0,0,0,0,0,0,0,0
2020-02-03,18,0,0,0,0,0,0,0,0
2020-02-04,18,0,0,0,0,0,0,0,0
2020-02-05,18,0,0,0,0,0,0,0,0
2020-02-06,18,0,0,0,0,0,0,0,0
2020-02-07,18,0,0,0,0,0,0,0,0
2020-02-08,18,0,0,0,0,0,0,0,0
2020-02-09,18,0,0,0,0,0,0,0,0
2020-02-10,18,0,0,0,0,0,0,0,0
2020-02-11,18,0,0,0,0,0,0,0,0
2020-02-12,18,0,0,0,0,0,0,0,0
2020-02-13,18,0,0,0,0,0,0,0,0
2020-02-14,18,0,0,0,0,0,0,0,0
2020-02-15,18,0,0,0,0,0,0,0,0
2020-02-16,18,0,0,0,0,0,0,0,0
2020-02-17,18,0,0,0,0,0,0,0,0
2020-02-18,18,0,0,0,0,0,0,0,0
2020-02-19,18,0,0,0,0,0,0,0,0
2020-02-20,18,0,0,0,0,0,0,0,0
2020-02-21,18,0,0,0,0,0,0,0,0
2020-02-22,18,0,0,0,0,0,0,0,0
2020-02-23,18,0,0,0,0,0,0,0,0
2020-02-24,18,0,0,0,0,0,0,0,0
2020-02-25,18,0,0,0,0,0,0,0,0
2020-02-26,18,0,0,0,0,0,0,0,0
2020-02-27,18,0,0,0,0,0,0,0,0
2020-02-28,18,0,0,0,0,0,0,0,0
2020-02-29,18,0,0,0,0,0,0,0,0
2020-03-01,18,0,0,0,0,0,0,0,0
2020-03-02,18,0,0,0,0,0,0,0,0
2020-03-03,18,0,0,0,0,0,0,0,0
2020-03-04,18,0,0,0,0,0,0,0,0
2020-03-05,18,0,0,0,0,0,0,0,0
2020-03-06,18,0,0,0,0,0,0,0,0
2020-03-07,18,0,0,0,0,0,0,0,0
2020-03-08,18,0,0,0,0,0,0,0,0
2020-03-09,18,0,0,0,0,0,0,0,0
2020-03-10,18,0,0,0,0,0,0,0,0
2020-03-11,18,0,0,0,0,0,0,0,0
2020-03-12,18,0,0,0,0,0,0,0,0
2020-03-13,18,0,0,0,0,0,0,0,0
2020-03-14,18,0,0,0,0,0,0,0,0
2020-03-15,18,0,0,0,0,0,0,0,0
2020-03-16,18,0,0,0,0,0,0,0,0
2020-03-17,18,0,0,0,0,0,0,0,0
2020-03-18,18,0,0,0,0,0,0,0,0
2020-03-19,18,0,0,0,0,0,0,0,0
2020-03-20,18,0,0,0,0,0,0,0,0
2020-03-21,18,0,0,0,0,0,0,0,0
2020-03-22,18,0,0,0,0,0,0,0,0
2020-03-23,18,0,0,0,0,0,0,0,0
2020-03-24,18,0,0,0,0,0,0,0,0
2020-03-25,18,0,0,0,0,0,0,0,0
2020-03-26,18,0,0,0,0,0,0,0,0
2020-03-27,18,0,0,0,0,0,0,0,0
2020-03-28,18,0,0,0,0,0,0,0,0
2020-03-29,18,0,0,0,0,0,0,0,0
2020-03-30,18,0,0,0,0,0,0,0,0
2020-03-31,18,0,0,0,0,0,0,0,0
2020-04-01,18,0,0,0,0,0,0,0,0
2020-04-02,18,0,0,0,0,0,0,0,0
2020-04-03,18,0,0,0,0,0,0,0,0
2020-04-04,18,0,0,0,0,0,0,0,0
2020-04-05,18,0,0,0,0,0,0,0,0
2020-04-06,18,0,0,0,0,0,0,0,0
2020-04-07,18,0,0,0,0,0,0,0,0
2020-04-08,18,0,0,0,0,0,0,0,0
2020-04-09,18,0,0,0,0,0,0,0,0
2020-04-10,18,0,0,0,0,0,0,0,0
2020-04-11,18,0,0,0,0,0,0,0,0
2020-04-12,18,0,0,0,0,0,0,0,0
2020-04-13,18,0,0,0,0,0,0,0,0
2020-04-14,18,0,0,0,0,0,0,0,0
2020-04-15,18,0,0,0,0,0,0,0,0
2020-04-16,18,0,0,0,0,0,0,0,0
2020-04-17,18,0,0,0,0,0,0,0,0
2020-04-18,18,0,0,0,0,0,0,0,0
2020-04-19,18,0,0,0,0,0,0,0,0
2020-04-20,18,0,0,0,0,0,0,0,0
2020-04-21,18,0,0,0,0,0,0,0,0
2020-04-22,18,0,0,0,0,0,0,0,0
2020-04-23,18,0,0,0,0,0,0,0,0
2020-04-24,18,0,0,0,0,0,0,0,0
2020-04-25,18,0,0,0,0,0,0,0,0
2020-04-26,18,0,0,0,0,0,0,0,0
2020-04-27,18,0,0,0,0,0,0,0,0
2020-04-28,18,0,0,0,0,0,0,0,0
2020-04-29,18,0,0,0,0,0,0,0,0
2020-01-01,19,0,0,0,0,0,0,0,0
2020-01-02,19,0,0,0,0,0,0,0,0
2020-01-03,19,0,0,0,0,0,0,0,0
2020-01-04,19,0,0,0,0,0,0,0,0
2020-01-05,19,0,0,0,0,0,0,0,0
2020-01-06,19,0,0,0,0,0,0,0,0
2020-01-07,19,0,0,0,0,0,0,0,0
2020-01-08,19,0,0,0,0,0,0,0,0
2020-01-09,19,0,0,0,0,0,0,0,0
2020-01-10,19,0,0,0,0,0,0,0,0
2020-01-11,19,0,0,0,0,0,0,0,0
2020-01-12,19,0,0,0,0,0,0,0,0
2020-01-13,19,0,0,0,0,0,0,0,0
2020-01-14,19,0,0,0,0,0,0,0,0
2020-01-15,19,0,0,0,0,0,0,0,0
2020-01-16,19,0,0,0,0,0,0,0,0
2020-01-17,19,0,0,0,0,0,0,0,0
2020-01-18,19,0,0,0,0,0,0,0,0
2020-01-19,19,0,0,0,0,0,0,0,0
2020-01-20,19,0,0,0,0,0,0,0,0
2020-01-21,19,0,0,0,0,0,0,0,0
2020-01-22,19,0,0,0,0,0,0,0,0
2020-01-23,19,0,0,0,0,0,0,0,0
2020-01-24,19,0,0,0,0,0,0,0,0
2020-01-25,19,0,0,0,0,0,0,0,0
2020-01-26,19,0,0,0,0,0,0,0,0
2020-01-27,19,0,0,0,0,0,0,0,0
2020-01-28,19,0,0,0,0,0,0,0,0
2020-01-29,19,0,0,0,0,0,0,0,0
2020-01-30,19,0,0,0,0,0,0,0,0
2020-01-31,19,0,0,0,0,0,0,0,0
2020-02-01,19,0,0,0,0,0,0,0,0
2020-02-02,19,0,0,0,0,0,0,0,0
2020-02-03,19,0,0,0,0,0,0,0,0
2020-02-04,19,0,0,0,0,0,0,0,0
2020-02-05,19,0,0,0,0,0,0,0,0
2020-02-06,19,0,0,0,0,0,0,0,0
2020-02-07,19,0,0,0,0,0,0,0,0
2020-02-08,19,0,0,0,0,0,0,0,0
2020-02-09,19,0,0,0,0,0,0,0,0
2020-02-10,19,0,0,0,0,0,0,0,0
2020-02-11,19,0,0,0,0,0,0,0,0
2020-02-12,19,0,0,0,0,0,0,0,0
2020-02-13,19,0,0,0,0,0,0,0,0
2020-02-14,19,0,0,0,0,0,0,0,0
2020-02-15,19,0,0,0,0,0,0,0,0
2020-02-16,19,0,0,0,0,0,0,0,0
2020-02-17,19,0,0,0,0,0,0,0,0
2020-02-18,19,0,0,0,0,0,0,0,0
2020-02-19,19,0,0,0,0,0,0,0,0
2020-02-20,19,0,0,0,0,0,0,0,0
2020-02-21,19,0,0,0,0,0,0,0,0
2020-02-22,19,0,0,0,0,0,0,0,0
2020-02-23,19,0,0,0,0,0,0,0,0
2020-02-24,19,0,0,0,0,0,0,0,0
2020-02-25,19,0,0,0,0,0,0,0,0
2020-02-26,19,0,0,0,0,0,0,0,0
2020-02-27,19,0,0,0,0,0,0,0,0
2020-02-28,19,0,0,0,0,0,0,0,0
2020-02-29,19,0,0,0,0,0,0,0,0
2020-03-01,19,0,0,0,0,0,0,0,0
2020-03-02,19,0,0,0,0,0,0,0,0
2020-03-03,19,0,0,0,0,0,0,0,0
2020-03-04,19,0,0,0,0,0,0,0,0
2020-03-05,19,0,0,0,0,0,0,0,0
2020-03-06,19,0,0,0,0,0,0,0,0
2020-03-07,19,0,0,0,0,0,0,0,0
2020-03-08,19,0,0,0,0,0,0,0,0
2020-03-09,19,0,0,0,0,0,0,0,0
2020-03-10,19,0,0,0,0,0,0,0,0
2020-03-11,19,0,0,0,0,0,0,0,0
2020-03-12,19,0,0,0,0,0,0,0,0
2020-03-13,19,0,0,0,0,0,0,0,0
2020-03-14,19,0,0,0,0,0,0,0,0
2020-03-15,19,0,0,0,0,0,0,0,0
2020-03-16,19,0,0,0,0,0,0,0,0
2020-03-17,19,0,0,0,0,0,0,0,0
2020-03-18,19,0,0,0,0,0,0,0,0
2020-03-19,19,0,0,0,0,0,0,0,0
2020-03-20,19,0,0,0,0,0,0,0,0
2020-03-21,19,0,0,0,0,0,0,0,0
2020-03-22,19,0,0,0,0,0,0,0,0
2020-03-23,19,0,0,0,0,0,0,0,0
2020-03-24,19,0,0,0,0,0,0,0,0
2020-03-25,19,0,0,0,0,0,0,0,0
2020-03-26,19,0,0,0,0,0,0,0,0
2020-03-27,19,0,0,0,0,0,0,0,0
2020-03-28,19,0,0,0,0,0,0,0,0
2020-03-29,19,0,0,0,0,0,0,0,0
2020-03-30,19,0,0,0,0,0,0,0,0
2020-03-31,19,0,0,0,0,0,0,0,0
2020-04-01,19,0,0,0,0,0,0,0,0
2020-04-02,19,0,0,0,0,0,0,0,0
2020-04-03,19,0,0,0,0,0,0,0,0
2020-04-04,19,0,0,0,0,0,0,0,0
2020-04-05,19,0,0,0,0,0,0,0,0
2020-04-06,19,0,0,0,0,0,0,0,0
2020-04-07,19,0,0,0,0,0,0,0,0
2020-04-08,19,0,0,0,0,0,0,0,0
2020-04-09,19,0,0,0,0,0,0,0,0
2020-04-10,19,0,0,0,0,0,0,0,0
2020-04-11,19,0,0,0,0,0,0,0,0
2020-04-12,19,0,0,0,0,0,0,0,0
2020-04-13,19,0,0,0,0,0,0,0,0
2020-04-14,19,0,0,0,0,0,0,0,0
2020-04-15,19,0,0,0,0,0,0,0,0
2020-04-16,19,0,0,0,0,0,0,0,0
2020-04-17,19,0,0,0,0,0,0,0,0
2020-04-18,19,0,0,0,0,0,0,0,0
2020-04-19,19,0,0,0,0,0,0,0,0
2020-04-20,19,0,0,0,0,0,0,0,0
2020-04-21,19,0,0,0,0,0,0,0,0
2020-04-22,19,0,0,0,0,0,0,0,0
2020-04-23,19,0,0,0,0,0,0,0,0
2020-04-24,19,0,0,0,0,0,0,0,0
2020-04-25,19,0,0,0,0,0,0,0,0
2020-04-26,19,0,0,0,0,0,0,0,0
2020-04-27,19,0,0,0,0,0,0,0,0
2020-04-28,19,0,0,0,0,0,0,0,0
2020-04-29,19,0,0,0,0,0,0,0,0
2020-01-01,20,0,0,0,0,0,0,0,0
2020-01-02,20,0,0,0,0,0,0,0,0
2020-01-03,20,0,0,0,0,0,0,0,0
2020-01-04,20,0,0,0,0,0,0,0,0
2020-01-05,20,0,0,0,0,0,0,0,0
2020-01-06,20,0,0,0,0,0,0,0,0
2020-01-07,20,0,0,0,0,0,0,0,0
2020-01-08,20,0,0,0,0,0,0,0,0
2020-01-09,20,0,0,0,0,0,0,0,0
2020-01-10,20,0,0,0,0,0,0,0,0
2020-01-11,20,0,0,0,0,0,0,0,0
2020-01-12,20,0,0,0,0,0,0,0,0
2020-01-13,20,0,0,0,0,0,0,0,0
2020-01-14,20,0,0,0,0,0,0,0,0
2020-01-15,20,0,0,0,0,0,0,0,0
2020-01-16,20,0,0,0,0,0,0,0,0
2020-01-17,20,0,0,0,0,0,0,0,0
2020-01-18,20,0,0,0,0,0,0,0,0
2020-01-19,20,0,0,0,0,0,0,0,0
2020-01-20,20,0,0,0,0,0,0,0,0
2020-01-21,20,0,0,0,0,0,0,0,0
2020-01-22,20,0,0,0,0,0,0,0,0
2020-01-23,20,0,0,0,0,0,0,0,0
2020-01-24,20,0,0,0,0,0,0,0,0
2020-01-25,20,0,0,0,0,0,0,0,0
2020-01-26,20,0,0,0,0,0,0,0,0
2020-01-27,20,0,0,0,0,0,0,0,0
2020-01-28,20,0,0,0,0,0,0,0,0
2020-01-29,20,0,0,0,0,0,0,0,0
2020-01-30,20,0,0,0,0,0,0,0,0
2020-01-31,20,0,0,0,0,0,0,0,0
2020-02-01,20,0,0,0,0,0,0,0,0
2020-02-02,20,0,0,0,0,0,0,0,0
2020-02-03,20,0,0,0,0,0,0,0,0
2020-02-04,20,0,0,0,0,0,0,0,0
2020-02-05,20,0,0,0,0,0,0,0,0
2020-02-06,20,0,0,0,0,0,0,0,0
2020-02-07,20,0,0,0,0,0,0,0,0
2020-02-08,20,0,0,0,0,0,0,0,0
2020-02-09,20,0,0,0,0,0,0,0,0
2020-02-10,20,0,0,0,0,0,0,0,0
2020-02-11,20,0,0,0,0,0,0,0,0
2020-02-12,20,0,0,0,0,0,0,0,0
2020-02-13,20,0,0,0,0,0,0,0,0
2020-02-14,20,0,0,0,0,0,0,0,0
2020-02-15,20,0,0,0,0,0,0,0,0
2020-02-16,20,0,0,0,0,0,0,0,0
2020-02-17,20,0,0,0,0,0,0,0,0
2020-02-18,20,0,0,0,0,0,0,0,0
2020-02-19,20,0,0,0,0,0,0,0,0
2020-02-20,20,0,0,0,0,0,0,0,0
2020-02-21,20,0,0,0,0,0,0,0,0
2020-02-22,20,0,0,0,0,0,0,0,0
2020-02-23,20,0,0,0,0,0,0,0,0
2020-02-24,20,0,0,0,0,0,0,0,0
2020-02-25,20,0,0,0,0,0,0,0,0
2020-02-26,20,0,0,0,0,0,0,0,0
2020-02-27,20,0,0,0,0,0,0,0,0
2020-02-28,20,0,0,0,0,0,0,0,0
2020-02-29,20,0,0,0,0,0,0,0,0
2020-03-01,20,0,0,0,0,0,0,0,0
2020-03-02,20,0,0,0,0,0,0,0,0
2020-03-03,20,0,0,0,0,0,0,0,0
2020-03-04,20,0,0,0,0,0,0,0,0
2020-03-05,20,0,0,0,0,0,0,0,0
2020-03-06,20,0,0,0,0,0,0,0,0
2020-03-07,20,0,0,0,0,0,0,0,0
2020-03-08,20,0,0,0,0,0,0,0,0
2020-03-09,20,0,0,0,0,0,0,0,0
2020-03-10,20,0,0,0,0,0,0,0,0
2020-03-11,20,0,0,0,0,0,0,0,0
2020-03-12,20,0,0,0,0,0,0,0,0
2020-03-13,20,0,0,0,0,0,0,0,0
2020-03-14,20,0,0,0,0,0,0,0,0
2020-03-15,20,0,0,0,0,0,0,0,0
2020-03-16,20,0,0,0,0,0,0,0,0
2020-03-17,20,0,0,0,0,0,0,0,0
2020-03-18,20,0,0,0,0,0,0,0,0
2020-03-19,20,0,0,0,0,0,0,0,0
2020-03-20,20,0,0,0,0,0,0,0,0
2020-03-21,20,0,0,0,0,0,0,0,0
2020-03-22,20,0,0,0,0,0,0,0,0
2020-03-23,20,0,0,0,0,0,0,0,0
2020-03-24,20,0,0,0,0,0,0,0,0
2020-03-25,20,0,0,0,0,0,0,0,0
2020-03-26,20,0,0,0,0,0,0,0,0
2020-03-27,20,0,0,0,0,0,0,0,0
2020-03-28,20,0,0,0,0,0,0,0,0
2020-03-29,20,0,0,0,0,0,0,0,0
2020-03-30,20,0,0,0,0,0,0,0,0
2020-03-31,20,0,0,0,0,0,0,0,0
2020-04-01,20,0,0,0,0,0,0,0,0
2020-04-02,20,0,0,0,0,0,0,0,0
2020-04-03,20,0,0,0,0,0,0,0,0
2020-04-04,20,0,0,0,0,0,0,0,0
2020-04-05,20,0,0,0,0,0,0,0,0
2020-04-06,20,0,0,0,0,0,0,0,0
2020-04-07,20,0,0,0,0,0,0,0,0
2020-04-08,20,0,0,0,0,0,0,0,0
2020-04-09,20,0,0,0,0,0,0,0,0
2020-04-10,20,0,0,0,0,0,0,0,0
2020-04-11,20,0,0,0,0,0,0,0,0
2020-04-12,20,0,0,0,0,0,0,0,0
2020-04-13,20,0,0,0,0,0,0,0,0
2020-04-14,20,0,0,0,0,0,0,0,0
2020-04-15,20,0,0,0,0,0,0,0,0
2020-04-16,20,0,0,0,0,0,0,0,0
2020-04-17,20,0,0,0,0,0,0,0,0
2020-04-18,20,0,0,0,0,0,0,0,0
2020-04-19,20,0,0,0,0,0,0,0,0
2020-04-20,20,0,0,0,0,0,0,0,0
2020-04-21,20,0,0,0,0,0,0,0,0
2020-04-22,20,0,0,0,0,0,0,0,0
2020-04-23,20,0,0,0,0,0,0,0,0
2020-04-24,20,0,0,0,0,0,0,0,0
2020-04-25,20,0,0,0,0,0,0,0,0
2020-04-26,20,0,0,0,0,0,0,0,0
2020-04-27,20,0,0,0,0,0,0,0,0
2020-04-28,20,0,0,0,0,0,0,0,0
2020-04-29,20,0,0,0,0,0,0,0,0
2020-01-01,21,0,0,0,0,0,0,0,0
